ID_Record,Tax Account,Legal Account ID,Sec ID,CUSIP,Entry CD,Currency,Net Amount,Withholding Amount,Credit and Debit,Tax Type,Tax Type Definition,Transaction Date
659,52596664,12175088,3129967,6795593,INT,JPY,50521,9627,Credit,WoM,Whole of Market,2015-12-10
200,90542301,45989749,8843317,9794879,INT,GBP,99280,7695,Credit,PAT,Profit after Taxes,2017-09-30
1000,63320009,21499615,5000497,8513591,DIV,USD,59373,6810,Credit,ADT,Auditing,2016-11-18
878,72861443,92057537,3289173,9535589,INT,CHF,77011,9587,Debit,OMO,Open Market Option,2017-07-19
184,54593186,81243037,7688722,1192625,DIV,USD,52848,8243,Credit,TV,Transfer Value,2015-12-27
578,12091446,29201808,6759183,5013153,INT,NZD,99682,1897,Debit,WPICC,With Profits Insurance Capital Component,2023-11-04
439,23259595,31100059,8204707,7110060,DIV,USD,6076,9639,Debit,RCM,Risk Capital Margin,2011-09-16
910,74438373,72681076,7897907,8474524,INT,CNY,75362,4424,Debit,ADDL,Additional,2012-08-05
708,81434830,32988815,7846763,2892527,DIV,USD,86596,708,Debit,FTT,Financial Transaction Tax,2022-01-30
867,87311965,46885331,5677721,3306139,INT,CHF,11563,518,Debit,RoC,Return on Capital,2011-05-27
402,94416946,65935365,6848723,7069871,DIV,USD,26818,1344,Debit,FoHF,Fund of Hedge Funds,2015-03-29
785,13035121,65877123,4929621,8521936,INT,CHF,40565,3227,Credit,CT,Corporation Tax,2016-04-22
472,94632989,36961268,1878775,4629420,DIV,GBP,7519,7617,Credit,IHT,Inheritance Tax,2014-06-26
943,71712449,16268282,3411263,7840673,INT,SEK,5005,898,Debit,Q4,Fourth quarter of the year,2011-10-03
932,99217961,75855141,6837738,8641461,INT,USD,18026,1098,Debit,Q2,Second quarter of the year,2010-12-05
954,26505047,88007260,767527,7041476,DIV,JPY,99389,8192,Credit,WoM,Whole of Market,2018-06-29
774,80770863,31502103,9227017,8735540,DIV,SEK,75218,6230,Debit,ADMIN,Administrative,2016-04-01
713,61082735,79261978,9505226,5443413,DIV,JPY,56528,87,Credit,CDS,Credit Default Swap,2017-12-09
337,22953335,79547443,4355910,2608506,DIV,EUR,10271,2192,Credit,CT,Corporation Tax,2017-05-03
286,72306845,72861443,224681,5872695,INT,CNY,76165,615,Credit,Q1,First quarter of the year,2021-04-12
384,83141253,61989482,1108628,3521579,INT,USD,92615,6161,Debit,OMO,Open Market Option,2021-03-07
926,84640094,96616297,7237145,2486426,INT,CHF,47382,3878,Credit,C+MV,Cost Plus Market Value,2018-05-20
594,57371335,66731886,4677828,6601019,INT,GBP,48480,5588,Credit,RoC,Return on Capital,2018-10-03
882,75855141,61654115,5312712,1754521,DIV,USD,40012,2192,Debit,RCM,Risk Capital Margin,2017-08-22
437,51334292,93874558,9269489,6896444,INT,USD,98079,5407,Credit,CIMPS,Contracted-in Money Purchase Scheme,2021-12-12
666,97488350,25250826,8693486,2266932,INT,CNY,97057,2243,Credit,MBI,Management Buy In,2010-07-07
57,27409593,36595547,4451392,8306279,INT,AUD,29201,4498,Debit,ETF,Exchange Traded Funds,2013-08-19
420,19403046,66243951,4214231,7028745,DIV,JPY,81012,6755,Debit,A/R,Accounts Receivable,2022-06-14
352,42932238,11837642,5387672,1848341,INT,USD,16981,5649,Credit,LTI,Loan to Income,2010-05-30
691,15070834,85707929,3615881,4007613,INT,USD,72780,9389,Debit,WoM,Whole of Market,2014-09-16
251,51307931,81909353,200545,7702942,DIV,CAD,2296,1689,Credit,ADT,Auditing,2023-07-09
102,53603886,73583913,747082,2705152,DIV,CAD,64792,6992,Credit,WoM,Whole of Market,2015-12-16
44,64757097,48384435,6514999,5371063,DIV,NZD,83604,2354,Credit,CWP,Conventional With Profits,2023-05-04
552,66243951,32988815,1571530,3493055,DIV,EUR,716,7122,Credit,Q3,Third quarter of the year,2013-02-13
358,22921827,76090484,4298100,3297966,DIV,CHF,45650,5272,Debit,DGI,Domestically Generated Inflation,2021-07-13
632,32018929,79618689,7250428,3297096,DIV,USD,62445,327,Credit,EBT,Earnings Before Taxes,2012-05-18
650,75185546,96021586,4558718,7603668,INT,AUD,62241,1593,Credit,CESR,Committee of European Securities Regulators,2016-04-15
765,33417702,33520281,3097281,3203616,DIV,JPY,71823,6927,Credit,WoM,Whole of Market,2011-06-11
682,21013669,95583720,5366860,1423262,DIV,JPY,57965,9210,Debit,WoM,Whole of Market,2019-10-10
941,35771047,77919704,6222658,7277586,INT,CHF,14648,1625,Debit,CT,Corporation Tax,2014-09-27
468,48798421,80071652,9315289,7968207,INT,SEK,94508,7904,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2017-12-17
61,65098422,53120024,1311579,6712973,DIV,USD,57743,7568,Debit,RCM,Risk Capital Margin,2016-05-25
359,73995383,14452826,2863902,4822605,INT,CHF,61492,4343,Debit,CESR,Committee of European Securities Regulators,2020-06-17
658,90379657,21259723,2930850,3754480,INT,CAD,28911,3218,Credit,EBT,Earnings Before Taxes,2020-09-07
554,61994877,74632363,5675352,8089682,INT,NZD,76688,3371,Credit,FTT,Financial Transaction Tax,2011-01-25
492,67768224,91906029,8089202,9401900,DIV,USD,21013,2060,Credit,WPICC,With Profits Insurance Capital Component,2013-11-06
181,45013532,21013669,1913513,1940885,DIV,USD,87469,3459,Debit,BEN/BENF,Benefit(s),2013-09-20
280,89864109,37269162,2976628,1639190,DIV,CAD,59371,9509,Debit,FoHF,Fund of Hedge Funds,2020-02-03
417,97073481,37090838,2076479,2441145,DIV,GBP,20093,7859,Credit,CWP,Conventional With Profits,2016-06-12
508,79929030,59048645,9862618,5269064,INT,NZD,62330,8191,Debit,DGI,Domestically Generated Inflation,2021-06-10
858,61606535,49241665,9626570,8270334,INT,USD,27333,2991,Debit,AFD,Allowance For Depreciation,2012-12-22
270,95113777,26496086,6641865,2086463,INT,USD,25621,5743,Debit,AID,Agency For International Development,2018-11-14
205,23751502,66813463,5112659,6445012,INT,EUR,82862,9913,Debit,UHNW,Ultra High Net Worth,2015-02-20
32,62909194,43353670,313244,7760231,INT,USD,83898,5497,Debit,ADMIS,Admission,2023-01-26
920,81725124,66731886,6066672,3332622,INT,GBP,55943,1690,Credit,ABS,Absences - As In Compensated Absences,2023-12-22
317,18447363,60422965,6518627,7486142,DIV,NZD,93992,2035,Credit,CT,Corporation Tax,2018-09-16
627,58648409,97583144,4074201,8825363,DIV,USD,26859,6200,Credit,PBT,Profit before Taxes,2020-03-18
634,58383414,80188763,4761404,8784829,DIV,NZD,81666,3183,Debit,WoM,Whole of Market,2013-08-05
90,59581317,72885781,8043921,2687003,DIV,EUR,47605,6620,Credit,RCM,Risk Capital Margin,2013-08-21
673,63335284,56300201,4269414,4307647,INT,NZD,12441,1198,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2023-08-28
350,53221655,25691640,1937201,7057510,DIV,USD,58078,5804,Debit,BEN/BENF,Benefit(s),2017-12-23
842,10652545,95405870,9919256,9684998,INT,USD,55403,2016,Debit,CIMPS,Contracted-in Money Purchase Scheme,2023-10-26
73,87974880,41466196,5925641,4560670,DIV,GBP,4400,920,Credit,CT,Corporation Tax,2022-01-27
743,29877655,50401492,2444535,4378103,INT,AUD,49579,5465,Debit,Q4,Fourth quarter of the year,2023-04-25
378,26133733,35328555,4984036,5648785,DIV,NZD,74913,8592,Debit,CAP.,Capital,2022-01-01
790,99828659,12797534,1925548,2217132,INT,USD,96062,8133,Debit,FoF,Fund of Funds,2021-11-15
376,25173645,76224956,2532394,5971463,INT,USD,41651,9433,Credit,ADMIN,Administrative,2010-02-18
888,92710956,10454443,1932694,4211211,DIV,USD,10337,7671,Credit,EC,European Commission,2019-02-21
58,17724377,28722811,4740680,9478457,DIV,USD,40289,2757,Debit,EBT,Earnings Before Taxes,2019-12-20
376,24035934,48483391,626465,6255536,INT,USD,25974,2565,Debit,NAV,Net Asset Value,2011-11-09
74,21688247,98756652,3236610,3744163,INT,JPY,84248,6256,Debit,FoHF,Fund of Hedge Funds,2013-07-10
14,21706822,74122721,1156677,4131481,DIV,USD,49950,7295,Debit,A/R,Accounts Receivable,2018-10-12
449,53561733,19541315,8864099,6583129,DIV,EUR,87716,9633,Debit,C+MV,Cost Plus Market Value,2016-09-13
66,59895526,11339176,843919,2015930,DIV,EUR,12351,994,Debit,APPROP,Appropriations,2020-08-28
600,72152602,51197830,1796707,3303894,INT,EUR,57292,9094,Credit,CIMPS,Contracted-in Money Purchase Scheme,2016-10-03
300,62976491,29877655,7042716,5514400,DIV,USD,50164,441,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2010-06-01
405,25424730,85318734,3254866,1459336,DIV,CNY,41425,9578,Credit,Q2,Second quarter of the year,2022-08-18
945,73525660,84446142,4497842,4204854,DIV,JPY,42827,4633,Debit,DGI,Domestically Generated Inflation,2011-07-29
719,95851287,35771047,4651335,3084974,DIV,USD,59569,3215,Debit,FTT,Financial Transaction Tax,2023-01-17
119,77736520,92898143,4879915,7486173,DIV,CNY,90908,4150,Debit,ADJ,Adjustment,2021-09-20
676,27064697,46171800,4722500,1278630,DIV,CHF,83550,4686,Credit,Q4,Fourth quarter of the year,2013-01-30
836,95321064,64908388,4742784,6153352,INT,CHF,95489,7841,Debit,NBV,Net Book Value,2016-07-01
729,48803613,21380250,8231432,4032006,INT,CAD,78267,1755,Credit,AID,Agency For International Development,2021-12-26
131,90655537,59192846,4139447,3730945,INT,USD,91359,3491,Credit,WPICC,With Profits Insurance Capital Component,2021-12-10
510,13302231,95113777,1161122,6149409,INT,NZD,3169,3485,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2016-09-20
701,64143940,20896996,715267,8840300,DIV,USD,87094,1930,Debit,C+MV,Cost Plus Market Value,2022-08-18
429,77279818,40231218,6734681,9550934,INT,CNY,65378,9536,Credit,CAP.,Capital,2011-09-18
169,52005450,60700785,3605791,1664536,INT,USD,18685,4822,Credit,BEN/BENF,Benefit(s),2017-09-08
559,69527680,40510830,803982,2889116,DIV,USD,41769,773,Debit,FTT,Financial Transaction Tax,2020-06-03
931,76729093,77352694,3960963,8100200,DIV,USD,82511,1961,Debit,DGI,Domestically Generated Inflation,2023-07-18
533,50041997,80878544,8489637,9161232,DIV,CAD,36299,7168,Credit,CAP.,Capital,2012-09-13
940,41977095,95321064,1262947,4252860,INT,AUD,86570,1217,Credit,COMPS,Contracted-out Money Purchase Scheme,2016-02-26
137,39059525,75871739,8428727,5781763,INT,USD,24958,9960,Debit,WoM,Whole of Market,2020-04-09
236,27599999,88007260,9484230,2215368,INT,USD,75919,317,Debit,ABS,Absences - As In Compensated Absences,2018-08-31
291,31676836,13302231,2348448,8355814,INT,CAD,88378,5068,Credit,AFD,Allowance For Depreciation,2021-08-15
18,21345082,33237681,786029,1086436,DIV,USD,97274,2263,Debit,Q4,Fourth quarter of the year,2018-12-08
721,22452224,53059214,3528281,5278695,DIV,USD,34278,6800,Debit,EC,European Commission,2013-06-15
954,63866075,53652200,2628872,4378145,DIV,USD,83635,4257,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2013-09-06
49,42079898,29491027,8803179,6192019,DIV,SEK,60924,5636,Debit,RCM,Risk Capital Margin,2016-03-26
257,82212702,62189574,8636329,1350426,INT,NZD,76231,4520,Debit,APPROP,Appropriations,2016-01-25
892,77352694,50012147,3490919,7330421,INT,USD,48884,9098,Credit,ADDL,Additional,2022-09-05
918,62317337,87952297,9656820,1013185,INT,SEK,14831,1539,Credit,AFFRS,Affairs,2018-01-01
438,37773191,62420566,3423987,9761704,INT,GBP,73246,8824,Credit,ETF,Exchange Traded Funds,2020-10-27
770,53580369,91527289,4788847,9103332,INT,USD,50846,1061,Credit,UHNW,Ultra High Net Worth,2016-04-05
435,51064915,51363026,4826346,4228135,INT,SEK,42470,2266,Debit,NAV,Net Asset Value,2021-04-11
534,53250221,16427295,3122098,3141368,INT,JPY,15875,4774,Debit,CWP,Conventional With Profits,2016-12-04
462,95749791,40585163,3751784,8981156,INT,CHF,73461,6093,Credit,APPROP,Appropriations,2020-04-20
550,52172378,22710910,8783652,8649380,INT,CHF,27653,2134,Debit,BA,Bank Adjustments,2015-01-06
236,68597943,31338385,5698002,8814668,INT,NZD,28733,4686,Debit,BEN/BENF,Benefit(s),2014-01-07
29,87066880,46191674,467520,6759250,DIV,CHF,77825,6364,Debit,CT,Corporation Tax,2011-09-08
945,75834784,28553724,5636262,8430133,INT,CNY,682,2019,Credit,VaR,Value at Risk,2012-08-20
187,60274308,96595579,2432710,7290824,DIV,USD,94353,4839,Debit,PV,Present Value,2011-03-21
729,48384435,80306283,2347849,5197766,DIV,USD,5370,4257,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2019-05-12
925,22566460,30796026,3225859,4815931,DIV,JPY,5619,5914,Debit,WoM,Whole of Market,2013-01-14
777,83129892,77039478,2708794,6657576,DIV,AUD,92912,8987,Credit,AFD,Allowance For Depreciation,2016-02-27
230,94388704,90290318,7165018,9190396,DIV,USD,27030,9466,Credit,Q2,Second quarter of the year,2021-05-13
838,25691640,28078006,9584373,5992739,DIV,USD,64455,4935,Credit,B & C,Bonds And Coupons,2014-09-14
302,48937510,35533433,5184887,4698868,INT,SEK,54616,7459,Credit,BEN/BENF,Benefit(s),2020-12-21
267,41943814,55218825,9789386,1761553,DIV,NZD,24604,6310,Credit,DGI,Domestically Generated Inflation,2015-05-07
941,54125434,95583720,854576,1847259,DIV,USD,20316,3736,Credit,PV,Present Value,2018-04-26
727,24712552,60165900,5388172,1443588,INT,CHF,14159,7044,Credit,PV,Present Value,2022-11-19
682,93167040,67768224,5753300,5760765,DIV,CAD,60341,1172,Debit,WPICC,With Profits Insurance Capital Component,2011-05-01
770,25897110,67761974,944748,5006409,INT,USD,6109,4479,Debit,PV,Present Value,2010-12-30
365,61149426,23328526,9621964,7386236,INT,NZD,42948,1247,Debit,Q3,Third quarter of the year,2023-03-22
372,90505858,47690810,7717542,8554547,DIV,USD,36931,1847,Credit,WoM,Whole of Market,2012-02-22
751,33520281,13017177,3603132,7255440,INT,CAD,72868,688,Credit,C/S,Cost Sharing,2013-01-02
670,84170877,69527680,4506492,1599052,INT,USD,32754,1070,Debit,CAP.,Capital,2017-01-22
235,98157893,54977552,1614032,7168489,INT,USD,23210,471,Credit,CWP,Conventional With Profits,2016-07-21
604,91907768,86507678,5261633,4889929,DIV,USD,53140,6332,Debit,LTI,Loan to Income,2021-05-18
475,27123129,11216911,7819925,7977342,INT,USD,78782,1368,Credit,FoHF,Fund of Hedge Funds,2010-12-01
901,82747063,25173645,4028283,2146886,INT,EUR,19616,7839,Credit,C+MV,Cost Plus Market Value,2011-03-17
637,11271234,66894867,1800012,7997575,INT,CAD,37508,320,Credit,ADT,Auditing,2010-03-13
512,59192602,39059525,388052,4044028,INT,USD,59174,2485,Debit,CESR,Committee of European Securities Regulators,2021-10-20
883,51003400,91845672,9679901,3571369,DIV,EUR,12296,5609,Credit,CDS,Credit Default Swap,2023-12-29
398,49900301,88007260,6394745,1008609,INT,USD,9245,1358,Credit,ADDL,Additional,2023-10-30
233,25919493,48803613,6368255,5971675,INT,USD,78350,4817,Debit,AFD,Allowance For Depreciation,2019-10-26
638,57210307,73902326,4204427,8591862,INT,USD,59461,11,Debit,CESR,Committee of European Securities Regulators,2019-06-20
474,85976866,79158724,1136863,9826224,DIV,CAD,95657,7506,Debit,IHT,Inheritance Tax,2014-02-18
789,29399149,60493238,9855908,1884516,INT,USD,94719,8840,Credit,Q3,Third quarter of the year,2011-08-09
714,90602675,34979907,3557407,2143744,INT,NZD,86737,611,Credit,CT,Corporation Tax,2023-09-02
696,76224956,44826243,9535280,4633656,DIV,CNY,98854,9122,Debit,ABS,Absences - As In Compensated Absences,2010-01-14
287,34573549,79322264,2438359,7928082,DIV,USD,64897,9855,Debit,FTT,Financial Transaction Tax,2020-12-21
402,37542534,73175446,4071377,3046795,INT,USD,34642,9542,Credit,RoC,Return on Capital,2013-04-20
587,80306283,22247056,8101488,6019604,DIV,USD,85103,8335,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2012-12-12
598,95528312,20097582,7543215,3966015,INT,USD,77193,8039,Debit,WPICC,With Profits Insurance Capital Component,2020-09-16
360,18401388,17675772,2825412,2733710,DIV,USD,85177,9361,Debit,MBI,Management Buy In,2016-10-22
962,45686850,14378492,2759159,4268003,INT,CNY,45601,8551,Debit,IHT,Inheritance Tax,2010-04-28
791,98565603,40585163,1712661,5371953,INT,USD,83033,649,Credit,CTF,Child Trust Fund,2021-07-02
677,14334820,83132469,3577099,7144160,INT,USD,31606,7084,Debit,DGI,Domestically Generated Inflation,2011-12-31
244,54798928,61153373,8184932,4512993,DIV,CAD,97238,8335,Debit,FoF,Fund of Funds,2012-08-03
756,23328526,47302241,766559,6317641,DIV,USD,84364,1024,Credit,PBT,Profit before Taxes,2016-03-30
842,98313911,21345082,3250101,9450718,DIV,USD,95834,7089,Debit,TV,Transfer Value,2015-08-07
186,73605156,37828211,6601388,5459957,DIV,JPY,21166,7889,Debit,VaR,Value at Risk,2023-01-26
525,12175088,10112444,1638910,4594653,DIV,NZD,49011,3994,Debit,EBT,Earnings Before Taxes,2015-01-21
487,66890568,99263996,4021752,7564709,DIV,USD,95118,3215,Credit,COMPS,Contracted-out Money Purchase Scheme,2013-05-19
936,80879010,63320009,589033,9297741,INT,USD,7086,1756,Debit,Q1,First quarter of the year,2016-05-13
537,47291057,78901033,9464381,8325651,INT,USD,7001,2832,Credit,TV,Transfer Value,2018-08-25
533,84347621,66890568,9554086,5176858,DIV,USD,88631,2709,Credit,Q1,First quarter of the year,2015-08-13
287,32826157,87010936,3969162,6578176,DIV,USD,14318,4525,Debit,PAT,Profit after Taxes,2011-11-22
611,93100180,95321064,1846657,1352891,INT,USD,47220,7167,Credit,ADJ,Adjustment,2012-09-16
570,88306991,54456704,7616620,4512295,DIV,SEK,144,9063,Debit,CAR,Centralized Accounts Receivable,2021-05-22
228,81792117,37542534,2989229,8266972,INT,JPY,38229,8058,Debit,ADDL,Additional,2016-05-22
97,54600428,23328526,5692547,3370327,INT,USD,96624,1792,Debit,AID,Agency For International Development,2012-01-25
797,10275613,10112444,6390637,9512653,DIV,EUR,19267,3076,Debit,Q3,Third quarter of the year,2019-07-11
145,77175079,57392004,4331795,6920943,INT,USD,45033,2119,Debit,CWP,Conventional With Profits,2022-02-04
566,66818712,28711131,4716327,9522058,DIV,SEK,92537,412,Debit,DGI,Domestically Generated Inflation,2011-09-25
380,52405006,31100059,8169194,8477847,INT,USD,31578,593,Debit,WPICC,With Profits Insurance Capital Component,2019-09-13
850,39523975,15809979,9100115,3308885,INT,USD,33949,8170,Debit,CWP,Conventional With Profits,2023-11-03
831,60799003,79230130,3550867,3947755,DIV,USD,12353,374,Credit,BEN/BENF,Benefit(s),2021-07-11
560,92898143,20780939,7695363,7652452,DIV,USD,19005,8460,Credit,CAP.,Capital,2016-01-21
910,48932959,71760912,7929147,5619074,DIV,USD,53968,7105,Debit,COMPS,Contracted-out Money Purchase Scheme,2011-08-03
99,56040920,30258933,8043712,4186185,DIV,USD,67016,4474,Debit,CT,Corporation Tax,2023-10-27
287,66552674,52405006,6222464,4498643,INT,USD,78684,1440,Debit,CWP,Conventional With Profits,2012-05-17
109,71468481,71470165,5670257,5895171,DIV,EUR,44041,8255,Debit,CAR,Centralized Accounts Receivable,2023-09-25
923,47690810,85031478,6971583,9376548,DIV,USD,60375,8433,Debit,ADMIS,Admission,2016-01-04
914,98067533,55778127,7895876,6120057,INT,GBP,79403,7567,Credit,Q4,Fourth quarter of the year,2021-06-19
954,34979907,52047810,1229721,3313864,INT,USD,33665,4631,Credit,APC/APD,Amended Payroll Certification/Distribution,2023-05-29
725,75037137,94378458,8489083,7528204,DIV,JPY,5796,8695,Debit,Q1,First quarter of the year,2017-06-30
407,20552729,44514217,6515109,9159620,DIV,CHF,25098,8228,Credit,TV,Transfer Value,2023-11-05
536,24432747,88945087,3258071,4067080,INT,GBP,23965,3884,Debit,CAR,Centralized Accounts Receivable,2019-06-16
405,74382849,39613148,3752099,4182009,INT,USD,54719,8505,Debit,CT,Corporation Tax,2019-12-01
938,57907679,24175177,1962143,2520033,INT,CHF,1765,7806,Credit,AID,Agency For International Development,2022-04-10
254,76090484,74438373,9549920,8353786,INT,USD,15632,3338,Debit,ADMIS,Admission,2022-07-29
296,99263996,65134427,2289599,4088253,INT,USD,88598,5457,Debit,CESR,Committee of European Securities Regulators,2022-02-23
128,98084927,14628418,1818816,2581809,DIV,USD,17544,2457,Credit,EC,European Commission,2013-07-24
322,46311149,72922651,1175878,6368483,INT,USD,27115,7092,Debit,CTF,Child Trust Fund,2010-08-25
807,28112248,67397732,6868450,7439052,INT,SEK,52663,3246,Credit,CAP.,Capital,2017-06-09
124,33077872,48100808,4421594,9391668,INT,USD,83830,5694,Credit,PV,Present Value,2019-06-12
353,85347687,49948663,2455009,2594045,INT,USD,21188,8737,Credit,WPA,With Profits Actuary / With Profits Annuity,2017-10-14
509,22616792,43800887,3050895,3190675,INT,USD,29358,2010,Credit,AFFRS,Affairs,2019-06-29
167,17981348,31502103,4819451,9844778,INT,JPY,75709,6746,Debit,CDS,Credit Default Swap,2020-01-23
167,34062388,52172378,4614649,4712908,DIV,USD,52293,9691,Credit,C/S,Cost Sharing,2013-10-09
791,33951740,23936468,2725211,9225312,DIV,USD,3308,746,Credit,PV,Present Value,2012-01-17
10,13073399,61989482,2252991,9303419,INT,JPY,72916,5247,Debit,ETF,Exchange Traded Funds,2014-01-09
746,20097582,36776425,2328663,1656501,DIV,USD,9733,8628,Debit,APC/APD,Amended Payroll Certification/Distribution,2016-06-10
36,73675299,10337657,1587134,3867476,INT,JPY,66647,2116,Credit,CIMPS,Contracted-in Money Purchase Scheme,2017-07-12
256,44011808,80238462,8188681,7355754,DIV,USD,73273,7771,Debit,ABS,Absences - As In Compensated Absences,2012-02-22
25,55030040,36423981,1281851,1102465,DIV,SEK,74538,1044,Debit,Q4,Fourth quarter of the year,2013-12-28
752,58745687,73675299,2688082,3829320,DIV,USD,51769,3913,Debit,AID,Agency For International Development,2014-11-02
716,53800384,79775376,4226555,4727477,DIV,USD,21432,6181,Credit,CAR,Centralized Accounts Receivable,2022-12-17
881,33485362,58467591,2524968,8722346,DIV,USD,49301,1343,Credit,PV,Present Value,2023-08-17
88,19634584,39523975,8501398,5508438,DIV,CAD,75629,5357,Debit,CWP,Conventional With Profits,2016-07-22
552,69582047,86299615,4275446,8488519,INT,JPY,94186,5174,Credit,ETF,Exchange Traded Funds,2011-08-12
936,18980682,57392004,4199380,1787271,INT,USD,38123,4253,Credit,CWP,Conventional With Profits,2022-05-29
823,13287362,41943814,8894219,3098870,DIV,USD,44900,308,Credit,Q4,Fourth quarter of the year,2018-03-17
455,40742674,37269162,8986813,4700000,DIV,JPY,5546,1635,Debit,MBI,Management Buy In,2021-03-27
336,90873674,84640094,6064516,1375871,INT,NZD,50649,6962,Debit,BEN/BENF,Benefit(s),2021-08-24
565,86206711,84031182,5513726,7288729,DIV,GBP,91648,6374,Debit,AFD,Allowance For Depreciation,2018-04-08
818,21110510,26133733,9909216,6846306,DIV,NZD,84058,4488,Debit,RCM,Risk Capital Margin,2014-04-18
258,19541315,27905992,3354468,8297828,DIV,CHF,41941,4144,Debit,Q1,First quarter of the year,2013-03-03
810,42376429,35465158,1399213,7796142,DIV,GBP,53103,8438,Credit,ETF,Exchange Traded Funds,2017-05-05
173,20787606,52048326,8728213,1428098,INT,USD,34765,5394,Debit,ADDL,Additional,2021-12-01
843,22235689,40635398,1689458,2865199,INT,CNY,99772,3298,Credit,OMO,Open Market Option,2018-06-17
7,75871739,93100180,4489173,3255737,DIV,USD,35629,8161,Credit,APPROP,Appropriations,2015-04-29
557,45272520,15035408,9429687,4509419,DIV,USD,44178,5718,Credit,DGI,Domestically Generated Inflation,2020-03-03
817,25672830,34573549,4210297,4174801,DIV,CHF,10685,6750,Debit,CWP,Conventional With Profits,2023-06-25
333,85494016,77523240,9156017,5595729,DIV,AUD,53751,5496,Debit,C+MV,Cost Plus Market Value,2012-02-03
848,90282782,41977095,6210441,7807835,DIV,EUR,22695,7695,Debit,ADMIN,Administrative,2022-11-16
907,48235680,44160303,6008108,3067014,DIV,USD,40580,4630,Credit,LTI,Loan to Income,2011-12-24
729,95075800,39685992,7160620,6340828,INT,SEK,9064,1104,Credit,CESR,Committee of European Securities Regulators,2016-07-13
852,94943311,82294448,4921461,9002872,DIV,USD,27498,7392,Debit,NBV,Net Book Value,2022-07-30
625,44344106,28722811,2667522,3393914,DIV,USD,6021,7019,Credit,NAV,Net Asset Value,2023-12-18
375,79618689,36049040,7825722,8426901,DIV,CHF,91413,1499,Credit,CWP,Conventional With Profits,2022-06-26
746,97583144,30676139,3853602,9068759,INT,AUD,11698,7989,Debit,WoM,Whole of Market,2018-01-23
765,72308925,66818712,8851696,7630376,DIV,CAD,4111,2498,Debit,ADJ,Adjustment,2018-10-07
994,77509694,55947333,2386742,7030507,DIV,CNY,69854,4524,Debit,COMPS,Contracted-out Money Purchase Scheme,2023-05-30
558,88733050,57782226,7094975,7573589,INT,USD,29743,182,Debit,CDS,Credit Default Swap,2014-03-24
735,35085967,83132469,995726,7963294,DIV,USD,99964,5700,Credit,CAR,Centralized Accounts Receivable,2015-12-22
744,71529413,22235689,8831421,8569329,INT,CHF,16755,8159,Debit,CAR,Centralized Accounts Receivable,2016-01-16
57,51817631,96616297,1784840,7890691,INT,CAD,40902,2579,Credit,C+MV,Cost Plus Market Value,2021-02-06
734,92808468,88190024,1079029,3604853,DIV,CHF,32445,7137,Debit,ABS,Absences - As In Compensated Absences,2018-07-09
638,10839112,45624217,9343874,9245983,DIV,AUD,34610,5360,Credit,WPA,With Profits Actuary / With Profits Annuity,2010-07-08
723,35584370,66889399,9846940,9974012,DIV,CAD,41365,8913,Debit,RoC,Return on Capital,2011-09-05
498,96616297,32173805,9778350,3597747,DIV,GBP,62543,2987,Credit,COMPS,Contracted-out Money Purchase Scheme,2013-02-06
444,81633087,49161774,4739053,8149742,DIV,CAD,30842,6302,Credit,WPA,With Profits Actuary / With Profits Annuity,2011-07-18
775,86507678,24350283,4631331,4322202,INT,USD,73860,8886,Credit,CT,Corporation Tax,2020-04-19
998,72780711,83942587,6276068,2889621,DIV,USD,35953,406,Credit,CWP,Conventional With Profits,2019-11-22
563,35610174,59464053,1757928,5255672,DIV,JPY,5296,3223,Debit,APPROP,Appropriations,2013-05-19
669,32998666,12984892,5547345,1938277,INT,USD,77458,7381,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2010-09-05
30,50401492,29211455,6070473,8434415,INT,USD,35632,1495,Debit,CESR,Committee of European Securities Regulators,2021-12-04
530,50095645,63480411,6630771,5982854,DIV,USD,78867,1663,Credit,PAT,Profit after Taxes,2020-03-23
6,76125502,33699635,8887563,4423601,DIV,USD,18864,4203,Credit,ABS,Absences - As In Compensated Absences,2012-11-21
305,62633340,59464053,3148797,9719687,INT,JPY,82620,3865,Credit,PBT,Profit before Taxes,2014-07-28
604,37586561,50986295,5962963,1264891,INT,USD,82564,935,Credit,A/R,Accounts Receivable,2015-09-18
434,54161705,22921827,5225263,6279570,DIV,USD,13681,5674,Credit,EBT,Earnings Before Taxes,2013-04-23
479,60988697,74122721,514247,2188431,DIV,GBP,48075,1061,Credit,APC/APD,Amended Payroll Certification/Distribution,2022-06-10
737,91653594,74122721,5924571,5299351,DIV,CNY,42503,7583,Debit,ADT,Auditing,2011-05-17
398,56991414,68424776,9831632,3599316,DIV,USD,80466,412,Credit,AFFRS,Affairs,2018-12-25
